InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
79_BALLYMENA_7716,79,7716,Andre Brut,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-09,2024-01-18,2024-02-14,3.79,11,41.69,2
45_VERITAS_7716,45,7716,Andre Brut,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,3.79,12,45.48,2
49_GARIGILL_8450,49,8450,E & J Brandy VS,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,13.86,4,55.44,1
57_LANTEGLOS_41786,57,41786,Ecco Domani Colle Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.86,12,70.32,2
20_BREDWARDINE_28889,20,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,10.61,4,42.44,2
5_SUTTON_16806,5,16806,Apothic Winemakers White,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,5.3,10,53.0,2
61_AETHELNEY_14006,61,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.44,12,65.28,2
74_PAENTMARWY_31493,74,31493,Barefoot Merlot Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.33,12,39.96,2
15_WANBORNE_28890,15,28890,Peter Vella Wh Znfdl Cal,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,9.99,3,29.97,2
1_HARDERSFIELD_31488,1,31488,Barefoot Chard Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.44,12,41.28,2
74_PAENTMARWY_34133,74,34133,Turning Leaf RSV Cab Svgn,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,6.12,4,24.48,2
14_BROMWICH_18107,14,18107,Barefoot Cellars Pink Moscat,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,3.22,12,38.64,2
59_CLAETHORPES_27461,59,27461,Ecco Domani Pnt Grigio Venez,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,6.12,12,73.44,2
8_ALNERWICK_28889,8,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,10.61,4,42.44,2
23_ARBINGTON_32988,23,32988,Barefoot Cab Svgn Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.26,12,39.12,2
68_SOLARIS_23851,68,23851,Louis M Martini Cab Svgn,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,6.81,12,81.72,2
23_ARBINGTON_32988,23,32988,Barefoot Cab Svgn Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,3.26,12,39.12,2
47_PELLA'S WISH_2164,47,2164,New Amsterdam Gin,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,12.14,6,72.84,1
21_BALERNO_3180,21,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.94,29,317.26,1
69_MOUNTMEND_20863,69,20863,W Hill Est Chard N Coast,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,8.84,48,424.32,2
72_HARDERSFIELD_34134,72,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,5.84,4,23.36,2
9_BLACKPOOL_18107,9,18107,Barefoot Cellars Pink Moscat,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,3.22,12,38.64,2
33_HORNSEY_17875,33,17875,Darkhorse Chard,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.44,11,59.84,2
2_ASHBORNE_17876,2,17876,Darkhorse Cab Svgn,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.33,12,63.96,2
69_MOUNTMEND_8905,69,8905,Livingston Cellars Red Rose,3L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,7.84,2,15.68,2
68_SOLARIS_6734,68,6734,Gallo Twin Valley Cab Svgn C,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.49,6,38.94,2
58_HARTLEPOOL_14622,58,14622,La Marca Prosecco,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,8.66,12,103.92,2
11_CARDEND_46447,11,46447,Gascon Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,6.12,10,61.2,2
69_MOUNTMEND_27461,69,27461,Ecco Domani Pnt Grigio Venez,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,6.12,11,67.32,2
34_PITMERDEN_27461,34,27461,Ecco Domani Pnt Grigio Venez,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,6.12,12,73.44,2
6_GOULCREST_8361,6,8361,Carlo Rossi Chablis Calif,4L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.06,8,80.48,2
15_WANBORNE_6285,15,6285,Gallo Twin Valley Wh Znfdl C,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,6.62,6,39.72,2
6_GOULCREST_8367,6,8367,Carlo Rossi Rhine Calif,4L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,9.93,4,39.72,2
59_CLAETHORPES_44041,59,44041,Bella Sera Pinot Noir Delle,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,7.61,5,38.05,2
73_DONCASTER_34134,73,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.84,4,23.36,2
4_EANVERNESS_6734,4,6734,Gallo Twin Valley Cab Svgn C,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,6.49,6,38.94,2
32_MOUNTMEND_17876,32,17876,Darkhorse Cab Svgn,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.33,12,63.96,2
45_VERITAS_8214,45,8214,E & J Brandy VS,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,7.4,12,88.8,1
66_EANVERNESS_3180,66,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,10.94,12,131.28,1
72_HARDERSFIELD_44038,72,44038,Barefoot Pnt Grigio Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.86,4,23.44,2
72_HARDERSFIELD_6798,72,6798,Livingston Chablis Blush Ca,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,4.63,6,27.78,2
41_LARNWICK_28889,41,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,10.61,4,42.44,2
76_DONCASTER_12123,76,12123,Barefoot Cellars Rsl,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.37,24,80.88,2
73_DONCASTER_37527,73,37527,Redwood Creek Pnt Grigio,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,7.18,6,43.08,2
55_DRY GULCH_7715,55,7715,Andre Extra Dry,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.01,10,30.1,2
15_WANBORNE_46060,15,46060,Martin Codax Albarino,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,8.49,12,101.88,2
25_CAERSHIRE_31488,25,31488,Barefoot Chard Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.44,12,41.28,2
14_BROMWICH_7718,14,7718,Andre Pink,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.68,12,44.16,2
58_HARTLEPOOL_10727,58,10727,Starborough Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,5.41,12,64.92,2
51_ABERDEEN_35664,51,35664,Redwood Creek Cab Svgn Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,6.5,2,13.0,2
69_MOUNTMEND_17487,69,17487,The Naked Grape Harvest Red,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,4.6,12,55.2,2
71_CLARCTON_7716,71,7716,Andre Brut,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,3.79,20,75.8,2
76_DONCASTER_20862,76,20862,W Hill Est Cab Svgn No Cst,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,8.55,12,102.6,2
77_TAMWORTH_34134,77,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,5.84,18,105.12,2
71_CLARCTON_7716,71,7716,Andre Brut,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.79,12,45.48,2
46_TYWARDREATH_31489,46,31489,Barefoot Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.71,6,34.26,2
43_WOLFORD_34428,43,34428,Frei Bros RSV Chard RRV,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,9.55,12,114.6,2
43_WOLFORD_14006,43,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.44,12,65.28,2
14_BROMWICH_14622,14,14622,La Marca Prosecco,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,8.66,12,103.92,2
73_DONCASTER_36620,73,36620,Talbott Kali Hart Mtry Chard,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.95,12,131.4,2
26_KNIFE'S EDGE_13163,26,13163,Barefoot Bubbly Moscato,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,5.47,12,65.64,2
51_ABERDEEN_10421,51,10421,Barefoot Moscato Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.9,6,35.4,2
25_CAERSHIRE_3161,25,3161,New Amsterdam Red Berry,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.66,12,79.92,1
19_WINTERVALE_31494,19,31494,Barefoot Merlot Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,6.02,5,30.1,2
50_MOUNTMEND_19848,50,19848,Carnivor Cab Svgn,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.33,12,63.96,2
35_HALIVAARA_7261,35,7261,Gallo X Dry Vermouth,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.61,12,43.32,2
15_WANBORNE_2164,15,2164,New Amsterdam Gin,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,12.14,10,121.4,1
10_HORNSEY_23271,10,23271,Darkhorse Merlot,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.36,12,64.32,2
9_BLACKPOOL_8036,9,8036,Livingston Chablis Cal,3L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,8.27,3,24.81,2
65_LUTON_7715,65,7715,Andre Extra Dry,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,3.01,12,36.12,2
22_SHARNWICK_14006,22,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.44,22,119.68,2
25_CAERSHIRE_12747,25,12747,Barefoot Cellars Pnt Nr,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,3.28,12,39.36,2
66_EANVERNESS_24817,66,24817,Mirassou Pnt Nr,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,13.1,6,78.6,2
70_KELD_28890,70,28890,Peter Vella Wh Znfdl Cal,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,9.99,4,39.96,2
49_GARIGILL_20863,49,20863,W Hill Est Chard N Coast,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,8.84,12,106.08,2
73_DONCASTER_40545,73,40545,Whitehaven Svgn Bl Marlboro,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,9.93,5,49.65,2
14_BROMWICH_40337,14,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,6.57,12,78.84,2
49_GARIGILL_8218,49,8218,Camarena Reposado Tequila,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,23.87,6,143.22,1
32_MOUNTMEND_35666,32,35666,Redwood Creek Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.12,6,36.72,2
79_BALLYMENA_44038,79,44038,Barefoot Pnt Grigio Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.86,12,70.32,2
50_MOUNTMEND_7262,50,7262,Gallo Sweet Vermouth,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,3.59,11,39.49,2
8_ALNERWICK_3180,8,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,10.94,5,54.7,1
34_PITMERDEN_10296,34,10296,Alamos Slcn Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,9.73,12,116.76,2
53_HILLFAR_14006,53,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.44,12,65.28,2
10_HORNSEY_7358,10,7358,Viniq Ruby Shimmery Liqueur,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,14.17,12,170.04,1
68_SOLARIS_24837,68,24837,Wycliff Brut,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.42,36,123.12,2
34_PITMERDEN_31489,34,31489,Barefoot Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,5.71,9,51.39,2
12_LEESIDE_19848,12,19848,Carnivor Cab Svgn,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,5.33,12,63.96,2
21_BALERNO_11957,21,11957,Souverain Cab Svgn N Cst,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,9.93,12,119.16,2
34_PITMERDEN_19545,34,19545,Darkhorse Red,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.29,12,63.48,2
60_IRRAGIN_18860,60,18860,Barefoot Refresh Summer Red,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.86,12,46.32,2
55_DRY GULCH_34134,55,34134,Turning Leaf RSV Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,5.84,6,35.04,2
73_DONCASTER_6660,73,6660,Carlo Rossi Paisano Calif,4L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,10.27,4,41.08,2
66_EANVERNESS_13695,66,13695,Red Rock Winery Malbec,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,6.16,12,73.92,2
76_DONCASTER_15401,76,15401,Red Rock Pnt Nr,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.84,11,64.24,2
73_DONCASTER_25808,73,25808,Edna Valley Chard,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,7.84,12,94.08,2
30_CULCHETH_31493,30,31493,Barefoot Merlot Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,3.33,8,26.64,2
59_CLAETHORPES_10927,59,10927,Barefoot Sparklng Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.57,12,78.84,2
62_KILMARNOCK_8907,62,8907,Carlo Rossi Burgundy Calif,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,4.63,4,18.52,2
73_DONCASTER_31488,73,31488,Barefoot Chard Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.44,10,34.4,2
28_LARNWICK_3180,28,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,10.94,6,65.64,1
15_WANBORNE_12747,15,12747,Barefoot Cellars Pnt Nr,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,3.28,10,32.8,2
68_SOLARIS_13933,68,13933,Canyon Rd Pnt Grigio,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,5.91,16,94.56,2
38_GOULCREST_46379,38,46379,Ghost Pine Cab Svgn LMartini,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,9.39,12,112.68,2
69_MOUNTMEND_13492,69,13492,Barefoot Cellars Pnt Nr,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.84,6,35.04,2
68_SOLARIS_34430,68,34430,Frei Bros RSV Pnt Nr RRV,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,15.06,12,180.72,2
67_EANVERNESS_6285,67,6285,Gallo Twin Valley Wh Znfdl C,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.62,6,39.72,2
73_DONCASTER_31489,73,31489,Barefoot Chard Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.71,6,34.26,2
9_BLACKPOOL_31493,9,31493,Barefoot Merlot Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,3.33,12,39.96,2
37_PAETHSMOUTH_6314,37,6314,Livingston Burgundy Calif,3L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,7.74,4,30.96,2
59_CLAETHORPES_33149,59,33149,Alamos Ridge Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,4.79,9,43.11,2
7_STANMORE_28889,7,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.61,3,31.83,2
34_PITMERDEN_31787,34,31787,Peter Vella Merlot Calif B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,10.8,4,43.2,2
48_NORFOLK_14006,48,14006,Apothic Winemakers Red Blend,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,5.44,12,65.28,2
72_HARDERSFIELD_28889,72,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.61,8,84.88,2
11_CARDEND_31494,11,31494,Barefoot Merlot Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.02,6,36.12,2
8_ALNERWICK_12216,8,12216,Da Vinci Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.66,10,66.6,2
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,5.9,16,94.4,2
53_HILLFAR_16289,53,16289,Barefoot Bubbly Pink Moscato,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.19,12,62.28,2
51_ABERDEEN_8450,51,8450,E & J Brandy VS,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,13.86,6,83.16,1
15_WANBORNE_11441,15,11441,Frei Bros Rsv Znfdl,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,10.96,12,131.52,2
23_ARBINGTON_44038,23,44038,Barefoot Pnt Grigio Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,5.86,12,70.32,2
73_DONCASTER_18857,73,18857,Barefoot Refresh Crisp White,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,4.02,10,40.2,2
41_LARNWICK_6854,41,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,9.86,4,39.44,2
5_SUTTON_8450,5,8450,E & J Brandy VS,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,13.86,6,83.16,1
43_WOLFORD_10421,43,10421,Barefoot Moscato Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,5.9,6,35.4,2
35_HALIVAARA_10421,35,10421,Barefoot Moscato Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,5.9,6,35.4,2
79_BALLYMENA_33149,79,33149,Alamos Ridge Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,4.79,156,747.24,2
49_GARIGILL_21231,49,21231,La Marca Prosecco,187mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.08,24,73.92,2
33_HORNSEY_3180,33,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,10.94,4,43.76,1
69_MOUNTMEND_10296,69,10296,Alamos Slcn Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,9.73,11,107.03,2
73_DONCASTER_14623,73,14623,The Naked Grape Pnt Grigio,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,4.69,12,56.28,2
34_PITMERDEN_38899,34,38899,L Martini Cab Svgn Sonoma,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-08,2024-01-18,2024-02-14,7.28,10,72.8,2
57_LANTEGLOS_6755,57,6755,Peter Vella Chablis B/B,5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,10.34,4,41.36,2
70_KELD_44037,70,44037,Barefoot Pnt Grigio Cal,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,3.42,12,41.04,2
6_GOULCREST_13930,6,13930,Gallo Copperidge Pnt Grigio,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,4.72,6,28.32,2
50_MOUNTMEND_31494,50,31494,Barefoot Merlot Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,6.02,5,30.1,2
73_DONCASTER_6854,73,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-04,2024-01-18,2024-02-14,9.86,4,39.44,2
32_MOUNTMEND_20447,32,20447,Barefoot Bubbly Pink Moscato,187mL 4 Pk,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,6.53,6,39.18,2
6_GOULCREST_4550,6,4550,E & J XO Brandy,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,9.92,12,119.04,1
40_BULLMAR_3180,40,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.94,6,65.64,1
75_BARNCOMBE_3180,75,3180,New Amsterdam Vodka,1.75L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-05,2024-01-18,2024-02-14,10.94,18,196.92,1
15_WANBORNE_27461,15,27461,Ecco Domani Pnt Grigio Venez,750mL,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-07,2024-01-18,2024-02-14,6.12,11,67.32,2
72_HARDERSFIELD_35670,72,35670,Redwood Creek Svgn Bl Cal,1.5L,3252,E & J GALLO WINERY         ,8238,2023-12-29,2024-01-06,2024-01-18,2024-02-14,7.33,6,43.98,2
